HaileeSteinfeld ,56
ZoeyDeutch ,56
KevinCostner ,56
JenniferConnelly ,56
EmileHirsch ,56
AsaButterfield ,56
RebelWilson ,56
BradPitt ,67
GerardButler ,67
CateBlanchett ,67
ChrisPine ,67
RussellCrowe ,67
MorganFreeman ,67
DianeKruger ,67
EricBana ,67
RebeccaHall ,67
CaseyAffleck ,67
MilesTeller ,67
BenFoster ,67
ZoeSaldana ,67
LenaHeadey ,67
SaoirseRonan ,67
AaronEckhart ,67
KarlUrban ,67
AlfredMolina ,67
LivTyler ,67
TildaSwinton ,67
BenedictCumberbatch ,67
AliaShawkat ,67
JimBroadbent ,67
JessicaChastain ,69
JenniferGarner ,69
MarkStrong ,69
SteveCarell ,69
VincentCassel ,69
MarionCotillard ,69
NikolajCoster-Waldau ,69
CameronDiaz ,69
AbigailBreslin ,69
DylanMinnette ,69
EmmaStone ,80
RyanGosling ,80
KristenStewart ,80
AndrewGarfield ,80
RobertPattinson ,80
J.K.Simmons ,80
MargotRobbie ,80
AnnaFaris ,80
MichelleWilliams ,80
MayaRudolph ,80
BillHader ,80
AnneHathaway,93
JakeGyllenhaal ,93
MatthewMcConaughey ,93
JohnnyDepp ,93
JesseEisenberg ,93
KeiraKnightley ,93
WoodyHarrelson ,93
MarkRuffalo ,93
JimSturgess ,93
EllenPage ,93
HelenaBonhamCarter ,93
GeoffreyRush ,93
JamesMarsden ,93
KevinSpacey ,93
ScarlettJohansson ,96
JoshBrolin ,96
SamuelL.Jackson ,96
RobertDowneyJr. ,96
RooneyMara ,96
AmyAdams ,96
ChrisEvans ,96
JeremyRenner ,96
SandraBullock ,96
DanielCraig ,96
ChristopherPlummer ,96
AaronTaylor-Johnson ,96
RachelMcAdams ,96
JeffBridges ,96
AliciaVikander ,96
JudeLaw ,96
JavierBardem ,96
JaiCourtney ,96
AnthonyMackie ,96
MelissaMcCarthy ,96
JulianneMoore ,96
MatthewMacfadyen ,96
LilyJames ,96
ArmieHammer ,96
PhilipSeymourHoffman ,96
GuyPearce ,96
TommyLeeJones ,96
HenryCavill ,96
EvaGreen ,96
CharlotteLeBon ,99
ElleFanning ,99
DomhnallGleeson ,99
KeanuReeves ,99
GarrettHedlund ,99
KyleChandler ,99
OscarIsaac ,99
MattDamon ,101
EmilyBlunt ,101
AmandaSeyfried ,101
MerylStreep ,101
WillemDafoe ,101
BlakeLively ,101
DevPatel ,101
PierceBrosnan ,101
BrentonThwaites ,101
JeremyIrons ,101
HarrisonFord ,101
CharlotteGainsbourg ,102
KirstenDunst ,102
KieferSutherland ,102
CillianMurphy ,109
LoganLerman ,109
JamieDornan ,109
DakotaJohnson ,109
ImogenPoots ,109
AaronPaul ,109
SarahGadon ,109
AngelinaJolie ,110
BryanCranston ,110
KateBeckinsale ,110
IanMcShane ,110
KurtRussell ,110
LievSchreiber ,110
RonPerlman ,110
JackBlack ,110
DustinHoffman ,110
AmyRyan ,110
RoseMcGowan ,110
TomHardy ,114
ShiaLaBeouf ,114
JoelEdgerton ,114
GaryOldman ,114
AbbieCornish ,114
ColinFirth ,114
MichaelKeaton ,114
NoomiRapace ,114
EmilyBrowning ,114
ReeseWitherspoon ,114
NickOfferman ,114
MeganFox ,114
JoanAllen ,114
JoshDuhamel ,114
TyreseGibson ,114
WillSmith ,115
SharltoCopley ,115
JamesBadgeDale ,115
